Transaction_ID,Lease_ID,Transaction_Date,Category,Amount,Status
1525,120,12/2/2025,Payment,-1952,Paid
1526,121,1/1/2025,Rent Charge,2102,Paid
1527,121,1/2/2025,Payment,-2102,Paid
1528,121,2/1/2025,Rent Charge,2102,Paid
1529,121,2/2/2025,Payment,-2102,Paid
1530,121,3/1/2025,Rent Charge,2102,Paid
1531,121,3/3/2025,Payment,-2102,Paid
1532,121,4/1/2025,Rent Charge,2102,Paid
1533,121,4/3/2025,Payment,-2102,Paid
1534,121,5/1/2025,Rent Charge,2102,Paid
1535,121,5/3/2025,Payment,-2102,Paid
1536,121,6/1/2025,Rent Charge,2102,Paid
1537,121,6/2/2025,Payment,-2102,Paid
1538,122,1/1/2025,Rent Charge,2154,Paid
1539,122,1/1/2025,Payment,-2154,Paid
1540,122,2/1/2025,Rent Charge,2154,Paid
1541,122,2/2/2025,Payment,-2154,Paid
1542,122,3/1/2025,Rent Charge,2154,Paid
1543,122,3/1/2025,Payment,-2154,Paid
1544,122,4/1/2025,Rent Charge,2154,Paid
1545,122,4/1/2025,Payment,-2154,Paid
1546,122,5/1/2025,Rent Charge,2154,Paid
1547,122,5/4/2025,Payment,-2154,Paid
1548,122,6/1/2025,Rent Charge,2154,Unpaid
1549,122,7/1/2025,Rent Charge,2154,Paid
1550,122,7/4/2025,Payment,-2154,Paid
1551,122,8/1/2025,Rent Charge,2154,Paid
1552,122,8/2/2025,Payment,-2154,Paid
1553,122,9/1/2025,Rent Charge,2154,Paid
1554,122,9/3/2025,Payment,-2154,Paid
1555,122,10/1/2025,Rent Charge,2154,Paid
1556,122,10/4/2025,Payment,-2154,Paid
1557,122,11/1/2025,Rent Charge,2154,Paid
1558,122,11/3/2025,Payment,-2154,Paid
1559,122,12/1/2025,Rent Charge,2154,Paid
1560,122,12/3/2025,Payment,-2154,Paid
1561,123,12/1/2025,Rent Charge,2154,Paid
1562,123,12/2/2025,Payment,-2154,Paid
1563,124,1/1/2025,Rent Charge,2179,Paid
1564,124,1/4/2025,Payment,-2179,Paid
1565,124,2/1/2025,Rent Charge,2179,Paid
1566,124,2/3/2025,Payment,-2179,Paid
1567,124,3/1/2025,Rent Charge,2179,Paid
1568,124,3/2/2025,Payment,-2179,Paid
1569,124,4/1/2025,Rent Charge,2179,Paid
1570,124,4/1/2025,Payment,-2179,Paid
1571,124,5/1/2025,Rent Charge,2179,Paid
1572,124,5/2/2025,Payment,-2179,Paid
1573,124,6/1/2025,Rent Charge,2179,Paid
1574,124,6/1/2025,Payment,-2179,Paid
1575,125,1/1/2025,Rent Charge,1997,Paid
1576,125,1/4/2025,Payment,-1997,Paid
1577,125,2/1/2025,Rent Charge,1997,Paid
1578,125,2/2/2025,Payment,-1997,Paid
1579,125,3/1/2025,Rent Charge,1997,Paid
1580,125,3/4/2025,Payment,-1997,Paid
1581,125,4/1/2025,Rent Charge,1997,Paid
1582,125,4/3/2025,Payment,-1997,Paid
1583,125,5/1/2025,Rent Charge,1997,Paid
1584,125,5/2/2025,Payment,-1997,Paid
1585,125,6/1/2025,Rent Charge,1997,Paid
1586,125,6/2/2025,Payment,-1997,Paid
1587,126,1/1/2025,Rent Charge,2139,Paid
1588,126,1/3/2025,Payment,-2139,Paid
1589,126,2/1/2025,Rent Charge,2139,Paid
1590,126,2/4/2025,Payment,-2139,Paid
1591,126,3/1/2025,Rent Charge,2139,Paid
1592,126,3/1/2025,Payment,-2139,Paid
1593,126,4/1/2025,Rent Charge,2139,Paid
1594,126,4/2/2025,Payment,-2139,Paid
1595,126,5/1/2025,Rent Charge,2139,Paid
1596,126,5/3/2025,Payment,-2139,Paid
1597,127,1/1/2025,Rent Charge,1996,Paid
1598,127,1/1/2025,Payment,-1996,Paid
1599,127,2/1/2025,Rent Charge,1996,Paid
1600,127,2/4/2025,Payment,-1996,Paid
1601,127,3/1/2025,Rent Charge,1996,Paid
1602,127,3/2/2025,Payment,-1996,Paid
1603,127,4/1/2025,Rent Charge,1996,Paid
1604,127,4/3/2025,Payment,-1996,Paid
1605,127,5/1/2025,Rent Charge,1996,Unpaid
1606,127,5/6/2025,Late Fee,100,Unpaid
1607,127,6/1/2025,Rent Charge,1996,Paid
1608,127,6/3/2025,Payment,-1996,Paid
1609,127,7/1/2025,Rent Charge,1996,Paid
1610,127,7/1/2025,Payment,-1996,Paid
1611,128,1/1/2025,Rent Charge,2086,Paid
1612,128,1/2/2025,Payment,-2086,Paid
1613,129,1/1/2025,Rent Charge,2158,Paid
1614,129,1/2/2025,Payment,-2158,Paid
1615,129,2/1/2025,Rent Charge,2158,Paid
1616,129,2/4/2025,Payment,-2158,Paid
1617,129,3/1/2025,Rent Charge,2158,Paid
1618,129,3/1/2025,Payment,-2158,Paid
1619,129,4/1/2025,Rent Charge,2158,Paid
1620,129,4/1/2025,Payment,-2158,Paid
1621,129,5/1/2025,Rent Charge,2158,Paid
1622,129,5/4/2025,Payment,-2158,Paid
1623,129,6/1/2025,Rent Charge,2158,Paid
1624,129,6/4/2025,Payment,-2158,Paid
1625,130,1/1/2025,Rent Charge,2151,Paid
1626,130,1/3/2025,Payment,-2151,Paid
1627,130,2/1/2025,Rent Charge,2151,Paid
1628,130,2/4/2025,Payment,-2151,Paid
1629,130,3/1/2025,Rent Charge,2151,Paid
1630,130,3/2/2025,Payment,-2151,Paid
1631,130,4/1/2025,Rent Charge,2151,Paid
1632,130,4/1/2025,Payment,-2151,Paid
1633,130,5/1/2025,Rent Charge,2151,Paid
1634,130,5/1/2025,Payment,-2151,Paid
1635,130,6/1/2025,Rent Charge,2151,Paid
1636,130,6/4/2025,Payment,-2151,Paid
1637,130,7/1/2025,Rent Charge,2151,Paid
1638,130,7/4/2025,Payment,-2151,Paid
1639,130,8/1/2025,Rent Charge,2151,Paid
1640,130,8/1/2025,Payment,-2151,Paid
1641,130,9/1/2025,Rent Charge,2151,Paid
1642,130,9/2/2025,Payment,-2151,Paid
1643,130,10/1/2025,Rent Charge,2151,Paid
1644,130,10/1/2025,Payment,-2151,Paid
1645,130,11/1/2025,Rent Charge,2151,Paid
1646,130,11/4/2025,Payment,-2151,Paid
1647,131,1/1/2025,Rent Charge,2046,Paid
1648,131,1/1/2025,Payment,-2046,Paid
1649,131,2/1/2025,Rent Charge,2046,Paid
1650,131,2/3/2025,Payment,-2046,Paid
1651,131,3/1/2025,Rent Charge,2046,Paid
1652,131,3/1/2025,Payment,-2046,Paid
1653,132,1/1/2025,Rent Charge,2098,Paid
1654,132,1/2/2025,Payment,-2098,Paid
1655,132,2/1/2025,Rent Charge,2098,Paid
1656,132,2/2/2025,Payment,-2098,Paid
1657,132,3/1/2025,Rent Charge,2098,Paid
1658,132,3/3/2025,Payment,-2098,Paid
1659,132,4/1/2025,Rent Charge,2098,Paid
1660,132,4/2/2025,Payment,-2098,Paid
1661,132,5/1/2025,Rent Charge,2098,Paid
1662,132,5/4/2025,Payment,-2098,Paid
1663,133,1/1/2025,Rent Charge,2027,Paid
1664,133,1/3/2025,Payment,-2027,Paid
1665,133,2/1/2025,Rent Charge,2027,Paid
1666,133,2/3/2025,Payment,-2027,Paid
1667,133,3/1/2025,Rent Charge,2027,Paid
1668,133,3/4/2025,Payment,-2027,Paid
1669,133,4/1/2025,Rent Charge,2027,Paid
1670,133,4/4/2025,Payment,-2027,Paid
1671,133,5/1/2025,Rent Charge,2027,Paid
1672,133,5/2/2025,Payment,-2027,Paid
1673,133,6/1/2025,Rent Charge,2027,Paid
1674,133,6/2/2025,Payment,-2027,Paid
1675,133,7/1/2025,Rent Charge,2027,Paid
1676,133,7/3/2025,Payment,-2027,Paid
1677,134,1/1/2025,Rent Charge,2028,Paid
1678,134,1/2/2025,Payment,-2028,Paid
1679,134,2/1/2025,Rent Charge,2028,Paid
1680,134,2/1/2025,Payment,-2028,Paid
1681,134,3/1/2025,Rent Charge,2028,Paid
1682,134,3/1/2025,Payment,-2028,Paid
1683,134,4/1/2025,Rent Charge,2028,Paid
1684,134,4/2/2025,Payment,-2028,Paid
1685,134,5/1/2025,Rent Charge,2028,Paid
1686,134,5/1/2025,Payment,-2028,Paid
1687,134,6/1/2025,Rent Charge,2028,Paid
1688,134,6/3/2025,Payment,-2028,Paid
1689,134,7/1/2025,Rent Charge,2028,Paid
1690,134,7/1/2025,Payment,-2028,Paid
1691,134,8/1/2025,Rent Charge,2028,Paid
1692,134,8/3/2025,Payment,-2028,Paid
1693,134,9/1/2025,Rent Charge,2028,Paid
1694,134,9/3/2025,Payment,-2028,Paid
1695,134,10/1/2025,Rent Charge,2028,Paid
1696,134,10/4/2025,Payment,-2028,Paid
1697,135,1/1/2025,Rent Charge,2050,Paid
1698,135,1/2/2025,Payment,-2050,Paid
1699,135,2/1/2025,Rent Charge,2050,Paid
1700,135,2/4/2025,Payment,-2050,Paid
1701,135,3/1/2025,Rent Charge,2050,Paid
1702,135,3/4/2025,Payment,-2050,Paid
1703,135,4/1/2025,Rent Charge,2050,Paid
1704,135,4/3/2025,Payment,-2050,Paid
1705,136,1/1/2025,Rent Charge,1998,Paid
1706,136,1/1/2025,Payment,-1998,Paid
1707,136,2/1/2025,Rent Charge,1998,Paid
1708,136,2/2/2025,Payment,-1998,Paid
1709,136,3/1/2025,Rent Charge,1998,Paid
1710,136,3/2/2025,Payment,-1998,Paid
1711,136,4/1/2025,Rent Charge,1998,Unpaid
1712,136,4/6/2025,Late Fee,100,Unpaid
1713,136,5/1/2025,Rent Charge,1998,Paid
1714,136,5/4/2025,Payment,-1998,Paid
1715,136,6/1/2025,Rent Charge,1998,Paid
1716,136,6/1/2025,Payment,-1998,Paid
1717,136,7/1/2025,Rent Charge,1998,Paid
1718,136,7/1/2025,Payment,-1998,Paid
1719,136,8/1/2025,Rent Charge,1998,Unpaid
1720,137,8/1/2025,Rent Charge,1998,Paid
1721,137,8/2/2025,Payment,-1998,Paid
1722,137,9/1/2025,Rent Charge,1998,Paid
1723,137,9/2/2025,Payment,-1998,Paid
1724,137,10/1/2025,Rent Charge,1998,Paid
1725,137,10/2/2025,Payment,-1998,Paid
1726,137,11/1/2025,Rent Charge,1998,Paid
1727,137,11/2/2025,Payment,-1998,Paid
1728,137,12/1/2025,Rent Charge,1998,Paid
1729,137,12/4/2025,Payment,-1998,Paid
1730,138,1/1/2025,Rent Charge,2151,Paid
1731,138,1/1/2025,Payment,-2151,Paid
1732,139,1/1/2025,Rent Charge,2011,Unpaid
1733,139,2/1/2025,Rent Charge,2011,Paid
1734,139,2/4/2025,Payment,-2011,Paid
1735,139,3/1/2025,Rent Charge,2011,Paid
1736,139,3/1/2025,Payment,-2011,Paid
1737,139,4/1/2025,Rent Charge,2011,Paid
1738,139,4/4/2025,Payment,-2011,Paid
1739,139,5/1/2025,Rent Charge,2011,Paid
1740,139,5/2/2025,Payment,-2011,Paid
1741,139,6/1/2025,Rent Charge,2011,Paid
1742,139,6/2/2025,Payment,-2011,Paid
1743,139,7/1/2025,Rent Charge,2011,Paid
1744,139,7/4/2025,Payment,-2011,Paid
1745,139,8/1/2025,Rent Charge,2011,Paid
1746,139,8/4/2025,Payment,-2011,Paid
1747,139,9/1/2025,Rent Charge,2011,Paid
1748,139,9/3/2025,Payment,-2011,Paid
1749,139,10/1/2025,Rent Charge,2011,Paid
1750,139,10/3/2025,Payment,-2011,Paid
1751,139,11/1/2025,Rent Charge,2011,Paid
1752,139,11/3/2025,Payment,-2011,Paid
1753,140,11/1/2025,Rent Charge,2011,Unpaid
1754,140,12/1/2025,Rent Charge,2011,Paid
1755,140,12/2/2025,Payment,-2011,Paid
1756,141,1/1/2025,Rent Charge,1901,Paid
1757,141,1/3/2025,Payment,-1901,Paid
1758,141,2/1/2025,Rent Charge,1901,Paid
1759,141,2/3/2025,Payment,-1901,Paid
1760,141,3/1/2025,Rent Charge,1901,Paid
1761,141,3/3/2025,Payment,-1901,Paid
1762,141,4/1/2025,Rent Charge,1901,Paid
1763,141,4/3/2025,Payment,-1901,Paid
1764,141,5/1/2025,Rent Charge,1901,Paid
1765,141,5/1/2025,Payment,-1901,Paid
1766,141,6/1/2025,Rent Charge,1901,Paid
1767,141,6/3/2025,Payment,-1901,Paid
1768,141,7/1/2025,Rent Charge,1901,Paid
1769,141,7/4/2025,Payment,-1901,Paid
1770,141,8/1/2025,Rent Charge,1901,Paid
1771,141,8/3/2025,Payment,-1901,Paid
1772,141,9/1/2025,Rent Charge,1901,Paid
1773,141,9/3/2025,Payment,-1901,Paid
1774,141,10/1/2025,Rent Charge,1901,Paid
1775,141,10/1/2025,Payment,-1901,Paid
1776,142,11/1/2025,Rent Charge,1901,Paid
1777,142,11/4/2025,Payment,-1901,Paid
1778,142,12/1/2025,Rent Charge,1901,Paid
1779,142,12/3/2025,Payment,-1901,Paid
1780,143,1/1/2025,Rent Charge,2153,Paid
1781,143,1/2/2025,Payment,-2153,Paid
1782,143,2/1/2025,Rent Charge,2153,Paid
1783,143,2/2/2025,Payment,-2153,Paid
1784,143,3/1/2025,Rent Charge,2153,Paid
1785,143,3/3/2025,Payment,-2153,Paid
1786,143,4/1/2025,Rent Charge,2153,Paid
1787,143,4/3/2025,Payment,-2153,Paid
1788,143,5/1/2025,Rent Charge,2153,Paid
1789,143,5/4/2025,Payment,-2153,Paid
1790,144,1/1/2025,Rent Charge,1936,Paid
1791,144,1/3/2025,Payment,-1936,Paid
1792,144,2/1/2025,Rent Charge,1936,Paid
1793,144,2/1/2025,Payment,-1936,Paid
1794,144,3/1/2025,Rent Charge,1936,Paid
1795,144,3/1/2025,Payment,-1936,Paid
1796,144,4/1/2025,Rent Charge,1936,Paid
1797,144,4/3/2025,Payment,-1936,Paid
1798,144,5/1/2025,Rent Charge,1936,Paid
1799,144,5/1/2025,Payment,-1936,Paid
1800,144,6/1/2025,Rent Charge,1936,Paid
1801,144,6/1/2025,Payment,-1936,Paid
1802,144,7/1/2025,Rent Charge,1936,Paid
1803,144,7/1/2025,Payment,-1936,Paid
1804,145,7/1/2025,Rent Charge,1936,Paid
1805,145,7/4/2025,Payment,-1936,Paid
1806,145,8/1/2025,Rent Charge,1936,Paid
1807,145,8/4/2025,Payment,-1936,Paid
1808,145,9/1/2025,Rent Charge,1936,Paid
1809,145,9/1/2025,Payment,-1936,Paid
1810,145,10/1/2025,Rent Charge,1936,Paid
1811,145,10/3/2025,Payment,-1936,Paid
1812,145,11/1/2025,Rent Charge,1936,Paid
1813,145,11/3/2025,Payment,-1936,Paid
1814,145,12/1/2025,Rent Charge,1936,Paid
1815,145,12/2/2025,Payment,-1936,Paid
1816,146,1/1/2025,Rent Charge,2132,Paid
1817,146,1/2/2025,Payment,-2132,Paid
1818,146,2/1/2025,Rent Charge,2132,Paid
1819,146,2/2/2025,Payment,-2132,Paid
1820,146,3/1/2025,Rent Charge,2132,Paid
1821,146,3/4/2025,Payment,-2132,Paid
1822,146,4/1/2025,Rent Charge,2132,Paid
1823,146,4/3/2025,Payment,-2132,Paid
1824,146,5/1/2025,Rent Charge,2132,Paid
1825,146,5/3/2025,Payment,-2132,Paid
1826,146,6/1/2025,Rent Charge,2132,Paid
1827,146,6/1/2025,Payment,-2132,Paid
1828,146,7/1/2025,Rent Charge,2132,Paid
1829,146,7/4/2025,Payment,-2132,Paid
1830,146,8/1/2025,Rent Charge,2132,Paid
1831,146,8/2/2025,Payment,-2132,Paid
1832,146,9/1/2025,Rent Charge,2132,Paid
1833,146,9/1/2025,Payment,-2132,Paid
1834,147,10/1/2025,Rent Charge,2132,Paid
1835,147,10/1/2025,Payment,-2132,Paid
1836,147,11/1/2025,Rent Charge,2132,Paid
1837,147,11/4/2025,Payment,-2132,Paid
1838,147,12/1/2025,Rent Charge,2132,Paid
1839,147,12/3/2025,Payment,-2132,Paid
1840,148,1/1/2025,Rent Charge,2046,Paid
1841,148,1/1/2025,Payment,-2046,Paid
1842,148,2/1/2025,Rent Charge,2046,Paid
1843,148,2/3/2025,Payment,-2046,Paid
1844,149,1/1/2025,Rent Charge,2107,Paid
1845,149,1/1/2025,Payment,-2107,Paid
1846,149,2/1/2025,Rent Charge,2107,Paid
1847,149,2/2/2025,Payment,-2107,Paid
1848,149,3/1/2025,Rent Charge,2107,Paid
1849,149,3/3/2025,Payment,-2107,Paid
1850,149,4/1/2025,Rent Charge,2107,Paid
1851,149,4/1/2025,Payment,-2107,Paid
1852,149,5/1/2025,Rent Charge,2107,Paid
1853,149,5/1/2025,Payment,-2107,Paid
1854,149,6/1/2025,Rent Charge,2107,Paid
1855,149,6/3/2025,Payment,-2107,Paid
1856,149,7/1/2025,Rent Charge,2107,Paid
1857,149,7/2/2025,Payment,-2107,Paid
1858,149,8/1/2025,Rent Charge,2107,Paid
1859,149,8/2/2025,Payment,-2107,Paid
1860,149,9/1/2025,Rent Charge,2107,Paid
1861,149,9/1/2025,Payment,-2107,Paid
1862,149,10/1/2025,Rent Charge,2107,Paid
1863,149,10/3/2025,Payment,-2107,Paid
1864,150,10/1/2025,Rent Charge,2107,Paid
1865,150,10/3/2025,Payment,-2107,Paid
1866,150,11/1/2025,Rent Charge,2107,Paid
1867,150,11/1/2025,Payment,-2107,Paid
1868,150,12/1/2025,Rent Charge,2107,Unpaid
1869,150,12/6/2025,Late Fee,100,Unpaid
1870,151,1/1/2025,Rent Charge,2051,Paid
1871,151,1/3/2025,Payment,-2051,Paid
1872,151,2/1/2025,Rent Charge,2051,Paid
1873,151,2/3/2025,Payment,-2051,Paid
1874,151,3/1/2025,Rent Charge,2051,Paid
1875,151,3/4/2025,Payment,-2051,Paid
1876,151,4/1/2025,Rent Charge,2051,Paid
1877,151,4/3/2025,Payment,-2051,Paid
1878,152,1/1/2025,Rent Charge,2019,Paid
1879,152,1/4/2025,Payment,-2019,Paid
1880,152,2/1/2025,Rent Charge,2019,Paid
1881,152,2/3/2025,Payment,-2019,Paid
1882,152,3/1/2025,Rent Charge,2019,Paid
1883,152,3/1/2025,Payment,-2019,Paid
1884,152,4/1/2025,Rent Charge,2019,Paid
1885,152,4/2/2025,Payment,-2019,Paid
1886,152,5/1/2025,Rent Charge,2019,Paid
1887,152,5/2/2025,Payment,-2019,Paid
1888,152,6/1/2025,Rent Charge,2019,Paid
1889,152,6/4/2025,Payment,-2019,Paid
1890,152,7/1/2025,Rent Charge,2019,Paid
1891,152,7/2/2025,Payment,-2019,Paid
1892,152,8/1/2025,Rent Charge,2019,Paid
1893,152,8/1/2025,Payment,-2019,Paid
1894,152,9/1/2025,Rent Charge,2019,Paid
1895,152,9/2/2025,Payment,-2019,Paid
1896,152,10/1/2025,Rent Charge,2019,Paid
1897,152,10/4/2025,Payment,-2019,Paid
1898,152,11/1/2025,Rent Charge,2019,Paid
1899,152,11/2/2025,Payment,-2019,Paid
1900,153,1/1/2025,Rent Charge,1974,Paid
1901,153,1/1/2025,Payment,-1974,Paid
1902,153,2/1/2025,Rent Charge,1974,Paid
1903,153,2/4/2025,Payment,-1974,Paid
1904,153,3/1/2025,Rent Charge,1974,Unpaid
1905,153,4/1/2025,Rent Charge,1974,Paid
1906,153,4/1/2025,Payment,-1974,Paid
1907,154,1/1/2025,Rent Charge,2003,Paid
1908,154,1/2/2025,Payment,-2003,Paid
1909,154,2/1/2025,Rent Charge,2003,Paid
1910,154,2/2/2025,Payment,-2003,Paid
1911,154,3/1/2025,Rent Charge,2003,Paid
1912,154,3/2/2025,Payment,-2003,Paid
1913,154,4/1/2025,Rent Charge,2003,Paid
1914,154,4/1/2025,Payment,-2003,Paid
1915,155,1/1/2025,Rent Charge,2153,Paid
1916,155,1/3/2025,Payment,-2153,Paid
1917,155,2/1/2025,Rent Charge,2153,Paid
1918,155,2/1/2025,Payment,-2153,Paid
1919,155,3/1/2025,Rent Charge,2153,Paid
1920,155,3/2/2025,Payment,-2153,Paid
1921,155,4/1/2025,Rent Charge,2153,Paid
1922,155,4/1/2025,Payment,-2153,Paid
1923,155,5/1/2025,Rent Charge,2153,Unpaid
1924,155,5/6/2025,Late Fee,100,Unpaid
1925,155,6/1/2025,Rent Charge,2153,Paid
1926,155,6/4/2025,Payment,-2153,Paid
1927,156,1/1/2025,Rent Charge,1998,Paid
1928,156,1/1/2025,Payment,-1998,Paid
1929,156,2/1/2025,Rent Charge,1998,Paid
1930,156,2/1/2025,Payment,-1998,Paid
1931,157,1/1/2025,Rent Charge,2093,Paid
1932,157,1/4/2025,Payment,-2093,Paid
1933,157,2/1/2025,Rent Charge,2093,Paid
1934,157,2/2/2025,Payment,-2093,Paid
1935,157,3/1/2025,Rent Charge,2093,Paid
1936,157,3/3/2025,Payment,-2093,Paid
1937,157,4/1/2025,Rent Charge,2093,Paid
1938,157,4/1/2025,Payment,-2093,Paid
1939,157,5/1/2025,Rent Charge,2093,Paid
1940,157,5/3/2025,Payment,-2093,Paid
1941,157,6/1/2025,Rent Charge,2093,Paid
1942,157,6/3/2025,Payment,-2093,Paid
1943,157,7/1/2025,Rent Charge,2093,Paid
1944,157,7/4/2025,Payment,-2093,Paid
1945,158,1/1/2025,Rent Charge,2062,Unpaid
1946,158,1/6/2025,Late Fee,100,Unpaid
1947,158,2/1/2025,Rent Charge,2062,Paid
1948,158,2/3/2025,Payment,-2062,Paid
1949,158,3/1/2025,Rent Charge,2062,Paid
1950,158,3/1/2025,Payment,-2062,Paid
1951,158,4/1/2025,Rent Charge,2062,Paid
1952,158,4/3/2025,Payment,-2062,Paid
1953,158,5/1/2025,Rent Charge,2062,Paid
1954,158,5/4/2025,Payment,-2062,Paid
1955,158,6/1/2025,Rent Charge,2062,Paid
1956,158,6/2/2025,Payment,-2062,Paid
1957,158,7/1/2025,Rent Charge,2062,Paid
1958,158,7/4/2025,Payment,-2062,Paid
1959,158,8/1/2025,Rent Charge,2062,Paid
1960,158,8/1/2025,Payment,-2062,Paid
1961,158,9/1/2025,Rent Charge,2062,Paid
1962,158,9/4/2025,Payment,-2062,Paid
1963,158,10/1/2025,Rent Charge,2062,Paid
1964,158,10/3/2025,Payment,-2062,Paid
1965,158,11/1/2025,Rent Charge,2062,Paid
1966,158,11/3/2025,Payment,-2062,Paid
1967,159,11/1/2025,Rent Charge,2062,Paid
1968,159,11/3/2025,Payment,-2062,Paid
1969,159,12/1/2025,Rent Charge,2062,Paid
1970,159,12/4/2025,Payment,-2062,Paid
1971,160,1/1/2025,Rent Charge,2188,Paid
1972,160,1/4/2025,Payment,-2188,Paid
1973,160,2/1/2025,Rent Charge,2188,Paid
1974,160,2/4/2025,Payment,-2188,Paid
1975,160,3/1/2025,Rent Charge,2188,Paid
1976,160,3/4/2025,Payment,-2188,Paid
1977,160,4/1/2025,Rent Charge,2188,Paid
1978,160,4/3/2025,Payment,-2188,Paid
1979,160,5/1/2025,Rent Charge,2188,Paid
1980,160,5/4/2025,Payment,-2188,Paid
1981,160,6/1/2025,Rent Charge,2188,Paid
1982,160,6/1/2025,Payment,-2188,Paid
1983,160,7/1/2025,Rent Charge,2188,Paid
1984,160,7/2/2025,Payment,-2188,Paid
1985,160,8/1/2025,Rent Charge,2188,Paid
1986,160,8/3/2025,Payment,-2188,Paid
1987,160,9/1/2025,Rent Charge,2188,Paid
1988,160,9/4/2025,Payment,-2188,Paid
1989,161,10/1/2025,Rent Charge,2188,Paid
1990,161,10/1/2025,Payment,-2188,Paid
1991,161,11/1/2025,Rent Charge,2188,Paid
1992,161,11/3/2025,Payment,-2188,Paid
1993,161,12/1/2025,Rent Charge,2188,Paid
1994,161,12/2/2025,Payment,-2188,Paid
1995,162,1/1/2025,Rent Charge,2176,Paid
1996,162,1/1/2025,Payment,-2176,Paid
1997,162,2/1/2025,Rent Charge,2176,Paid
1998,162,2/3/2025,Payment,-2176,Paid
1999,163,1/1/2025,Rent Charge,2034,Paid
2000,163,1/4/2025,Payment,-2034,Paid
2001,163,2/1/2025,Rent Charge,2034,Paid
2002,163,2/3/2025,Payment,-2034,Paid
2003,163,3/1/2025,Rent Charge,2034,Paid
2004,163,3/4/2025,Payment,-2034,Paid
2005,163,4/1/2025,Rent Charge,2034,Unpaid
2006,163,4/6/2025,Late Fee,100,Unpaid
2007,163,5/1/2025,Rent Charge,2034,Paid
2008,163,5/4/2025,Payment,-2034,Paid
2009,163,6/1/2025,Rent Charge,2034,Paid
2010,163,6/4/2025,Payment,-2034,Paid
2011,163,7/1/2025,Rent Charge,2034,Paid
2012,163,7/4/2025,Payment,-2034,Paid
2013,163,8/1/2025,Rent Charge,2034,Paid
2014,163,8/4/2025,Payment,-2034,Paid
2015,163,9/1/2025,Rent Charge,2034,Paid
2016,163,9/1/2025,Payment,-2034,Paid
2017,163,10/1/2025,Rent Charge,2034,Paid
2018,163,10/1/2025,Payment,-2034,Paid
2019,163,11/1/2025,Rent Charge,2034,Paid
2020,163,11/4/2025,Payment,-2034,Paid
2021,164,1/1/2025,Rent Charge,2027,Paid
2022,164,1/4/2025,Payment,-2027,Paid
2023,164,2/1/2025,Rent Charge,2027,Paid
2024,164,2/3/2025,Payment,-2027,Paid
2025,164,3/1/2025,Rent Charge,2027,Paid
2026,164,3/3/2025,Payment,-2027,Paid
2027,164,4/1/2025,Rent Charge,2027,Paid
2028,164,4/2/2025,Payment,-2027,Paid
2029,164,5/1/2025,Rent Charge,2027,Paid
2030,164,5/3/2025,Payment,-2027,Paid
2031,164,6/1/2025,Rent Charge,2027,Paid
2032,164,6/4/2025,Payment,-2027,Paid
2033,164,7/1/2025,Rent Charge,2027,Paid
2034,164,7/1/2025,Payment,-2027,Paid
2035,164,8/1/2025,Rent Charge,2027,Paid
2036,164,8/2/2025,Payment,-2027,Paid
2037,165,9/1/2025,Rent Charge,2027,Paid
2038,165,9/1/2025,Payment,-2027,Paid
2039,165,10/1/2025,Rent Charge,2027,Paid
2040,165,10/1/2025,Payment,-2027,Paid
2041,165,11/1/2025,Rent Charge,2027,Paid
2042,165,11/2/2025,Payment,-2027,Paid
2043,165,12/1/2025,Rent Charge,2027,Unpaid
2044,165,12/6/2025,Late Fee,100,Unpaid
2045,166,1/1/2025,Rent Charge,2075,Paid
2046,166,1/1/2025,Payment,-2075,Paid
2047,166,2/1/2025,Rent Charge,2075,Paid
2048,166,2/3/2025,Payment,-2075,Paid
2049,166,3/1/2025,Rent Charge,2075,Paid
2050,166,3/4/2025,Payment,-2075,Paid
2051,166,4/1/2025,Rent Charge,2075,Paid
2052,166,4/4/2025,Payment,-2075,Paid
2053,166,5/1/2025,Rent Charge,2075,Paid
2054,166,5/2/2025,Payment,-2075,Paid
2055,166,6/1/2025,Rent Charge,2075,Paid
2056,166,6/1/2025,Payment,-2075,Paid
2057,166,7/1/2025,Rent Charge,2075,Paid
2058,166,7/1/2025,Payment,-2075,Paid
2059,166,8/1/2025,Rent Charge,2075,Paid
2060,166,8/3/2025,Payment,-2075,Paid
2061,166,9/1/2025,Rent Charge,2075,Paid
2062,166,9/3/2025,Payment,-2075,Paid
2063,166,10/1/2025,Rent Charge,2075,Paid
2064,166,10/1/2025,Payment,-2075,Paid
2065,166,11/1/2025,Rent Charge,2075,Paid
2066,166,11/3/2025,Payment,-2075,Paid
2067,166,12/1/2025,Rent Charge,2075,Paid
2068,166,12/1/2025,Payment,-2075,Paid
2069,167,1/1/2025,Rent Charge,1921,Paid
2070,167,1/4/2025,Payment,-1921,Paid
2071,168,1/1/2025,Rent Charge,2129,Paid
2072,168,1/3/2025,Payment,-2129,Paid
2073,168,2/1/2025,Rent Charge,2129,Paid
2074,168,2/4/2025,Payment,-2129,Paid
2075,168,3/1/2025,Rent Charge,2129,Unpaid
2076,168,3/6/2025,Late Fee,100,Unpaid
2077,168,4/1/2025,Rent Charge,2129,Paid
2078,168,4/4/2025,Payment,-2129,Paid
2079,168,5/1/2025,Rent Charge,2129,Paid
2080,168,5/4/2025,Payment,-2129,Paid
