Survey_ID,Resident_ID,Touchpoint,Score,Survey_Date
647,1435,Move-in,4,2024-11-10
648,1436,Maintenance Request,4,2025-11-18
649,1437,Renewal Notice Received,5,2024-07-30
650,1438,Maintenance Request,5,2024-09-18
651,1438,Move-in,5,2024-09-18
652,1439,Maintenance Request,5,2024-11-16
653,1439,Maintenance Request,4,2024-11-16
654,1440,Maintenance Request,5,2024-08-08
655,1440,Move-in,4,2024-08-08
656,1441,Renewal Notice Received,5,2024-11-25
657,1441,Maintenance Request,5,2024-11-25
658,1442,Renewal Notice Received,5,2024-10-19
659,1442,Move-in,5,2024-10-19
660,1443,Move-in,4,2024-08-05
661,1444,Move-in,5,2024-09-23
662,1445,Renewal Notice Received,5,2024-09-15
663,1445,Maintenance Request,5,2024-09-15
664,1446,Move-in,5,2024-10-15
665,1447,Renewal Notice Received,5,2024-09-28
666,1447,Renewal Notice Received,4,2024-09-28
667,1448,Maintenance Request,5,2024-06-02
668,1448,Maintenance Request,3,2024-06-02
669,1449,Renewal Notice Received,5,2024-04-24
670,1449,Maintenance Request,5,2024-04-24
671,1450,Renewal Notice Received,2,2024-06-21
672,1451,Renewal Notice Received,1,2025-07-03
673,1451,Move-in,4,2025-07-03
674,1452,Renewal Notice Received,2,2024-05-02
675,1453,Renewal Notice Received,2,2025-05-07
676,1453,Renewal Notice Received,2,2025-05-07
677,1454,Maintenance Request,5,2024-08-21
678,1455,Move-in,4,2024-05-29
679,1455,Maintenance Request,5,2024-05-29
680,1456,Move-in,4,2025-06-16
681,1456,Maintenance Request,4,2025-06-16
682,1457,Renewal Notice Received,4,2024-08-26
683,1458,Renewal Notice Received,2,2024-09-13
684,1458,Renewal Notice Received,3,2024-09-13
685,1459,Maintenance Request,4,2025-09-23
686,1459,Move-in,4,2025-09-23
687,1460,Move-in,5,2024-10-12
688,1460,Renewal Notice Received,4,2024-10-12
689,1461,Maintenance Request,5,2024-10-10
690,1462,Renewal Notice Received,1,2025-10-29
691,1463,Maintenance Request,3,2024-03-29
692,1464,Maintenance Request,5,2024-07-08
693,1464,Renewal Notice Received,5,2024-07-08
694,1465,Maintenance Request,4,2024-01-20
695,1465,Move-in,4,2024-01-20
696,1466,Renewal Notice Received,5,2024-10-08
697,1466,Move-in,5,2024-10-08
698,1467,Move-in,3,2024-07-05
699,1468,Renewal Notice Received,2,2024-01-04
700,1469,Renewal Notice Received,1,2025-01-15
701,1470,Maintenance Request,4,2024-08-12
702,1470,Move-in,5,2024-08-12
703,1471,Move-in,4,2024-01-11
704,1471,Maintenance Request,5,2024-01-11
705,1472,Renewal Notice Received,5,2024-03-07
706,1472,Renewal Notice Received,5,2024-03-07
707,1473,Renewal Notice Received,5,2024-03-27
